"path","category","runtime_relevance","reviewed","issues_found","notes"
"reports/strong_policy_upgrade/dagger_risk_astar/dagger_iteration_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger_risk_astar/dagger_iteration_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger_risk_astar/dagger_iteration_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger_risk_astar/dagger_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger_risk_astar/dagger_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/diagnosis_planners/raw_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/diagnosis_planners/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/execution_log.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/expert_dataset_failed_attempt_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/expert_dataset_failed_attempt_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/expert_dataset_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/failure_diagnosis.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/failure_diagnosis.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_acceptance_v2/artifact_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_acceptance_v2/gates.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_acceptance_v2/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_acceptance_v2/summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_completion/current_state_audit.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_completion/current_state_audit.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_completion/legacy_gate_audit.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_completion/legacy_gate_audit.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_completion_handoff.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_resume_audit.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/final_resume_audit.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/first_person_adaptive_demo/pre_change_audit.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/first_person_adaptive_demo/pre_change_audit.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/first_person_adaptive_demo/route_diversity.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/first_person_adaptive_demo/route_diversity.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/forensic_v4_correction/assertion_contract.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/forensic_v4_correction/assertion_contract.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/forensic_v4_correction/pre_correction_findings.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/forensic_v4_correction/pre_correction_findings.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/ci_discovery.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/ci_discovery.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/final_green_run.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/final_green_run.log","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/final_green_run.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/run_31035868066_failed.log","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/github_ci/run_31035868066_summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_beta_zero_systematic_final/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_dagger_accepted/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_dataset_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_final_recovery.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_final_recovery.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_h2_5k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_h3_5k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation/confusion_matrix_seed_42.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation/confusion_matrix_seed_43.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation/confusion_matrix_seed_44.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke/confusion_matrix_seed_42.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke_balanced/confusion_matrix_seed_43.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke_balanced/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke_repaired/confusion_matrix_seed_44.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_smoke_repaired/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_systematic_final/confusion_matrix_seed_101.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_systematic_final/confusion_matrix_seed_102.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_systematic_final/confusion_matrix_seed_103.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_imitation_systematic_final/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hierarchical_v4_recovery/interruption_recovery.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_confirmation_5_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_confirmation_5_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_confirmation_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_confirmation_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_probability_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_probability_diagnostic/events.jsonl","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/clearance_probability_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/event_trace_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/event_trace_diagnostic/events.jsonl","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/event_trace_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/initialized/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/initialized_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/initialized_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/initialized_evaluation_v2/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/initialized_evaluation_v2/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/safety_dagger_initialized_v2/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/safety_dagger_initialized_v2_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/safety_dagger_initialized_v2_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/safety_dagger_initialized_v3_contract_fix/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/safety_dagger_initialized_v3_contract_fix/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/shield_reason_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/shield_reason_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/smoke_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/smoke_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/smoke_resume/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_a_5k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_a_5k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_a_5k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_100k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_100k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_100k_evaluation/events.jsonl","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_100k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_30k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_30k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_30k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_5k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_5k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_5k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_units_30k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_units_30k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_units_30k_evaluation/events.jsonl","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_b_units_30k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_c_5k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_c_5k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_c_5k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_executed_30k/training_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_executed_30k_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_executed_30k_evaluation/events.jsonl","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/strategy_executed_30k_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/worker_memory_diagnostic/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_safe_v3/worker_memory_diagnostic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/optimization_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/risk_dagger_iteration1_evaluation/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/risk_dagger_iteration1_evaluation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/search/search_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/shield_budget1_dagger_baseline/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/shield_budget1_dagger_baseline/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/shield_horizon1_dagger_baseline/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/hrmppo_v2/shield_horizon1_dagger_baseline/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_4.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_5.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_6.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_failure_analysis_7.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/imitation_learning/memory_smoke_test.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/interruption_recovery.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/paper_validation/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/paper_validation/summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/accepted_strategy.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/failure_analysis.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/failure_analysis.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_1_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_1_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_1_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_2_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_2_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_2_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_3_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_3_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/iteration_3_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_1_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_1_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_1_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_2_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_2_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_1/iteration_2_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_1_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_1_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_1_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_2_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_2_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_2_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_3_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_3_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/iteration_3_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_dagger_repair_2/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_finalization/optimization_failure_analysis.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_finalization/optimization_failure_analysis.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_finalization/violation_audit.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_finalization/violation_audit.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/safety_finalization/violation_audit.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/v1_diagnostic_traces.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_timeout/root_cause.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_timeout/root_cause.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_dynamic/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_dynamic/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_dynamic/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_dynamic/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_dynamic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_medium/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_medium/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_medium/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_medium/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_medium/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_small/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_small/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_small/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_small/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/site_small/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_final/summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/assertion_report.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_dynamic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/assertion_report.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_medium/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/assertion_report.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/environment_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/process_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/schema_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/site_small/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_real/summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_visible_demo/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/webots_v4_visible_demo/visible_demo_attempt.json","research evidence","structural","structural","",""
"reports/webots/stage5c_rl_motor_readiness.json","research evidence","structural","structural","",""
"scripts/__init__.py","launcher/validation","runtime-relevant","full","",""
"scripts/audit_github_repository.py","launcher/validation","runtime-relevant","full","",""
"scripts/audit_hrmppo_v2_violations.py","launcher/validation","runtime-relevant","full","",""
"scripts/audit_ppe_dataset.py","launcher/validation","runtime-relevant","full","",""
"scripts/audit_viewpoint_feasibility.py","launcher/validation","runtime-relevant","full","",""
"scripts/benchmark_predictive_shield.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_benchmark_v2_outputs.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_final_release.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/build_final_webots_worlds.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_safe_curriculum.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_stage4b_live_world.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_stage4d_showcase.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_stage5a3_closed_loop_world.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_stage5a_live_camera_world.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_stage5c_rl_motor_world.py","launcher/validation","runtime-relevant","full","",""
"scripts/build_v4_ablation_report.py","launcher/validation","runtime-relevant","full","",""
"scripts/check_env.py","launcher/validation","runtime-relevant","full","",""
"scripts/check_perception_training_environment.py","launcher/validation","runtime-relevant","full","",""
"scripts/configure_ppe_dataset.py","launcher/validation","runtime-relevant","full","",""
"scripts/create_stage5b4_final_showcase.py","launcher/validation","runtime-relevant","full","",""
"scripts/diagnose_policy_v1.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_causal_expert.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_expert_baselines.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_model.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_planner_baselines.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_random.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_riskshield_hrmppo_safe_v3.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_riskshield_hrmppo_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_riskshield_ppo.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_rl_baselines.py","launcher/validation","runtime-relevant","full","",""
"scripts/evaluate_scenarios.py","launcher/validation","runtime-relevant","full","",""
"scripts/fine_tune_ppe_weak_classes.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_causal_expert_demonstrations.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_expert_demonstrations.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_expert_plans.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_final_completion_reports.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_final_figures.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_final_submission_reports.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_hierarchical_demonstrations.py","launcher/validation","runtime-relevant","full","",""
"scripts/generate_scenarios.py","launcher/validation","runtime-relevant","full","",""
"scripts/get_final_completion_status.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/migrate_safety_contract_v3.py","launcher/validation","runtime-relevant","full","",""
"scripts/optimize_riskshield_hrmppo_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/plot_benchmark_results.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_benchmark_v2.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_complete_autonomous_inspection.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_dagger_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_final_acceptance.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_final_completion_orchestrator.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_final_world_smoke.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_full_research_benchmark.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_full_research_benchmark.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_hierarchical_benchmark_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_hierarchical_dagger.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_hierarchical_evaluation.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_hierarchical_webots_validation.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_ppe_detector_pilots.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_real_v4_webots_demo.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_safety_dagger_v3.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage4b2_runtime.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage4c_live_policy_dry_run.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage4d_showcase.ps1","launcher/validation","runtime-relevant","full","",""
